index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
12636,2012-06-15,summer,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,558
12637,2012-06-15,summer,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,823
12638,2012-06-15,summer,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,693
12654,2012-06-16,summer,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,435
12655,2012-06-16,summer,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,566
12656,2012-06-16,summer,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,603
12657,2012-06-16,summer,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,617
12658,2012-06-16,summer,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,573
12659,2012-06-16,summer,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,583
12660,2012-06-16,summer,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,542
12661,2012-06-16,summer,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,593
12662,2012-06-16,summer,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,571
12678,2012-06-17,summer,1,6,10,0,0,0,1,0.58,0.5455,0.64,0.0,436
12679,2012-06-17,summer,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,546
12680,2012-06-17,summer,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,615
12681,2012-06-17,summer,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,614
12682,2012-06-17,summer,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,582
12684,2012-06-17,summer,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,580
12685,2012-06-17,summer,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,593
12686,2012-06-17,summer,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,513
12709,2012-06-18,summer,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,723
12710,2012-06-18,summer,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,642
12723,2012-06-19,summer,1,6,7,0,2,1,2,0.6,0.5758,0.78,0.1343,480
12724,2012-06-19,summer,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,673
12733,2012-06-19,summer,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,811
12734,2012-06-19,summer,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,795
12735,2012-06-19,summer,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,514
12748,2012-06-20,summer,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,643
12757,2012-06-20,summer,1,6,17,0,3,1,1,0.9,0.8182,0.37,0.0,691
12758,2012-06-20,summer,1,6,18,0,3,1,1,0.9,0.8182,0.37,0.0,672
12759,2012-06-20,summer,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,539
12772,2012-06-21,autumn,1,6,8,0,4,1,1,0.74,0.697,0.7,0.0,590
12781,2012-06-21,autumn,1,6,17,0,4,1,1,0.88,0.7879,0.37,0.0,615
12782,2012-06-21,autumn,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,640
12783,2012-06-21,autumn,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,499
12784,2012-06-21,autumn,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,436
12796,2012-06-22,autumn,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,613
12805,2012-06-22,autumn,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,646
12806,2012-06-22,autumn,1,6,18,0,5,1,2,0.8,0.7576,0.55,0.194,505
12822,2012-06-23,autumn,1,6,10,0,6,0,1,0.74,0.6818,0.55,0.194,494
12823,2012-06-23,autumn,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,516
12824,2012-06-23,autumn,1,6,12,0,6,0,1,0.8,0.7273,0.43,0.194,602
12825,2012-06-23,autumn,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,564
12826,2012-06-23,autumn,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,609
12827,2012-06-23,autumn,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,483
12828,2012-06-23,autumn,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,513
12829,2012-06-23,autumn,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,530
12830,2012-06-23,autumn,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,481
12847,2012-06-24,autumn,1,6,11,0,0,0,1,0.76,0.6818,0.4,0.1343,506
12848,2012-06-24,autumn,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,556
12849,2012-06-24,autumn,1,6,13,0,0,0,1,0.8,0.697,0.33,0.2836,585
12850,2012-06-24,autumn,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,551
12851,2012-06-24,autumn,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,487
12853,2012-06-24,autumn,1,6,17,0,0,0,1,0.84,0.7273,0.32,0.2537,532
12854,2012-06-24,autumn,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,534
12867,2012-06-25,autumn,1,6,7,0,1,1,1,0.66,0.6212,0.74,0.2239,485
12868,2012-06-25,autumn,1,6,8,0,1,1,1,0.66,0.6212,0.69,0.194,608
12877,2012-06-25,autumn,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,833
12878,2012-06-25,autumn,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,791
12879,2012-06-25,autumn,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,582
12891,2012-06-26,autumn,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,552
12892,2012-06-26,autumn,1,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,656
12901,2012-06-26,autumn,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,900
12902,2012-06-26,autumn,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,824
12903,2012-06-26,autumn,1,6,19,0,2,1,1,0.72,0.6515,0.28,0.2239,612
12904,2012-06-26,autumn,1,6,20,0,2,1,1,0.7,0.6364,0.3,0.2836,505
12915,2012-06-27,autumn,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,527
12916,2012-06-27,autumn,1,6,8,0,3,1,1,0.62,0.6212,0.43,0.3284,687
12925,2012-06-27,autumn,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,843
12926,2012-06-27,autumn,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,804
12927,2012-06-27,autumn,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,643
12939,2012-06-28,autumn,1,6,7,0,4,1,1,0.62,0.6061,0.61,0.1045,508
12940,2012-06-28,autumn,1,6,8,0,4,1,1,0.66,0.6212,0.5,0.1343,617
12949,2012-06-28,autumn,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,705
12950,2012-06-28,autumn,1,6,18,0,4,1,1,0.86,0.7273,0.25,0.2239,697
12951,2012-06-28,autumn,1,6,19,0,4,1,1,0.84,0.7273,0.3,0.2985,571
12964,2012-06-29,autumn,1,6,8,0,5,1,2,0.74,0.6818,0.55,0.1045,624
12973,2012-06-29,autumn,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.194,539
13016,2012-07-01,autumn,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239,433
13036,2012-07-02,autumn,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,568
13045,2012-07-02,autumn,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,747
13046,2012-07-02,autumn,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,730
13047,2012-07-02,autumn,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,581
13059,2012-07-03,autumn,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,483
13060,2012-07-03,autumn,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,646
13068,2012-07-03,autumn,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,527
13069,2012-07-03,autumn,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,722
13070,2012-07-03,autumn,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,627
13071,2012-07-03,autumn,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,497
13087,2012-07-04,autumn,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,485
13088,2012-07-04,autumn,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,494
13089,2012-07-04,autumn,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,499
13090,2012-07-04,autumn,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,547
13094,2012-07-04,autumn,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,430
13095,2012-07-04,autumn,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,432
13096,2012-07-04,autumn,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,551
13097,2012-07-04,autumn,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,584
13098,2012-07-04,autumn,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,502
13108,2012-07-05,autumn,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,550
13116,2012-07-05,autumn,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,433
13117,2012-07-05,autumn,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,689
13118,2012-07-05,autumn,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,607
13119,2012-07-05,autumn,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,503
13132,2012-07-06,autumn,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,585
13141,2012-07-06,autumn,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,576
13142,2012-07-06,autumn,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,560
13213,2012-07-09,autumn,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,849
13214,2012-07-09,autumn,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,872
13215,2012-07-09,autumn,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,631
13227,2012-07-10,autumn,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,520
13228,2012-07-10,autumn,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,649
13236,2012-07-10,autumn,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,435
13237,2012-07-10,autumn,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,872
13238,2012-07-10,autumn,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,819
13251,2012-07-11,autumn,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,497
13252,2012-07-11,autumn,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,674
13261,2012-07-11,autumn,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,830
13262,2012-07-11,autumn,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,814
13263,2012-07-11,autumn,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,633
13264,2012-07-11,autumn,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,483
13275,2012-07-12,autumn,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,512
13276,2012-07-12,autumn,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,702
13284,2012-07-12,autumn,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,439
13285,2012-07-12,autumn,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,795
13286,2012-07-12,autumn,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,825
13287,2012-07-12,autumn,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,629
13288,2012-07-12,autumn,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,514
13300,2012-07-13,autumn,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,713
13308,2012-07-13,autumn,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,492
13309,2012-07-13,autumn,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,835
13310,2012-07-13,autumn,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,631
13311,2012-07-13,autumn,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,488
13327,2012-07-14,autumn,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,439
13328,2012-07-14,autumn,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,499
13329,2012-07-14,autumn,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,591
13330,2012-07-14,autumn,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,632
13331,2012-07-14,autumn,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,560
13332,2012-07-14,autumn,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,566
13335,2012-07-14,autumn,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,431
13352,2012-07-15,autumn,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,489
13353,2012-07-15,autumn,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,480
13355,2012-07-15,autumn,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,489
13356,2012-07-15,autumn,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,495
13357,2012-07-15,autumn,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,436
13371,2012-07-16,autumn,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,483
13372,2012-07-16,autumn,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,667
13381,2012-07-16,autumn,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,755
13382,2012-07-16,autumn,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,794
13383,2012-07-16,autumn,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,595
13395,2012-07-17,autumn,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,526
13396,2012-07-17,autumn,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,661
13405,2012-07-17,autumn,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,770
13406,2012-07-17,autumn,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,772
13407,2012-07-17,autumn,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,547
13419,2012-07-18,autumn,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,495
13420,2012-07-18,autumn,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,679
13430,2012-07-18,autumn,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,643
13431,2012-07-18,autumn,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,516
13444,2012-07-19,autumn,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,657
13453,2012-07-19,autumn,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,771
13454,2012-07-19,autumn,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,777
13455,2012-07-19,autumn,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,533
13456,2012-07-19,autumn,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,505
13468,2012-07-20,autumn,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,691
13476,2012-07-20,autumn,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,436
13477,2012-07-20,autumn,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,715
13478,2012-07-20,autumn,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,622
13519,2012-07-22,autumn,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,505
13520,2012-07-22,autumn,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,504
13521,2012-07-22,autumn,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,626
13522,2012-07-22,autumn,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,616
13523,2012-07-22,autumn,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,624
13524,2012-07-22,autumn,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,628
13525,2012-07-22,autumn,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,556
13526,2012-07-22,autumn,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,515
13527,2012-07-22,autumn,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,522
13540,2012-07-23,autumn,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,738
13549,2012-07-23,autumn,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,847
13550,2012-07-23,autumn,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,741
13551,2012-07-23,autumn,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,582
13563,2012-07-24,autumn,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,516
13564,2012-07-24,autumn,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,743
13573,2012-07-24,autumn,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,869
13574,2012-07-24,autumn,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,877
13575,2012-07-24,autumn,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,632
13576,2012-07-24,autumn,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,523
13587,2012-07-25,autumn,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,507
13588,2012-07-25,autumn,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,788
13596,2012-07-25,autumn,1,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,484
13597,2012-07-25,autumn,1,7,17,0,3,1,1,0.8,0.697,0.31,0.0,913
13598,2012-07-25,autumn,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,891
13599,2012-07-25,autumn,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,698
13600,2012-07-25,autumn,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,567
13611,2012-07-26,autumn,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,495
13612,2012-07-26,autumn,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,729
13621,2012-07-26,autumn,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,738
13622,2012-07-26,autumn,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,688
13623,2012-07-26,autumn,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,614
13636,2012-07-27,autumn,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,676
13644,2012-07-27,autumn,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,499
13645,2012-07-27,autumn,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,699
13646,2012-07-27,autumn,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,622
13647,2012-07-27,autumn,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,516
13664,2012-07-28,autumn,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,487
13665,2012-07-28,autumn,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,498
13666,2012-07-28,autumn,1,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,494
13667,2012-07-28,autumn,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,497
13668,2012-07-28,autumn,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,487
13669,2012-07-28,autumn,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,479
13670,2012-07-28,autumn,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,481
13687,2012-07-29,autumn,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,509
13688,2012-07-29,autumn,1,7,12,0,0,0,1,0.76,0.697,0.55,0.3284,511
13689,2012-07-29,autumn,1,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,483
13690,2012-07-29,autumn,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.194,522
13691,2012-07-29,autumn,1,7,15,0,0,0,1,0.8,0.7273,0.43,0.1343,501
13692,2012-07-29,autumn,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,521
13693,2012-07-29,autumn,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,531
13708,2012-07-30,autumn,1,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,751
13717,2012-07-30,autumn,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,827
13718,2012-07-30,autumn,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,812
13719,2012-07-30,autumn,1,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642,665
13731,2012-07-31,autumn,1,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,513
13732,2012-07-31,autumn,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,760
13741,2012-07-31,autumn,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,820
13742,2012-07-31,autumn,1,7,18,0,2,1,1,0.76,0.697,0.55,0.2836,857
13743,2012-07-31,autumn,1,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,614
13755,2012-08-01,autumn,1,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,487
13756,2012-08-01,autumn,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.194,681
13764,2012-08-01,autumn,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,479
13765,2012-08-01,autumn,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,837
13766,2012-08-01,autumn,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,891
13767,2012-08-01,autumn,1,8,19,0,3,1,1,0.74,0.697,0.66,0.2537,652
13768,2012-08-01,autumn,1,8,20,0,3,1,1,0.74,0.697,0.66,0.1642,513
13780,2012-08-02,autumn,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,739
13789,2012-08-02,autumn,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,865
13790,2012-08-02,autumn,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,767
13791,2012-08-02,autumn,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,607
13804,2012-08-03,autumn,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,668
13812,2012-08-03,autumn,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,492
13813,2012-08-03,autumn,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,741
13814,2012-08-03,autumn,1,8,18,0,5,1,2,0.82,0.803,0.59,0.2537,671
13832,2012-08-04,autumn,1,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,547
13833,2012-08-04,autumn,1,8,13,0,6,0,1,0.88,0.8182,0.42,0.2985,527
13835,2012-08-04,autumn,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,489
13837,2012-08-04,autumn,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,492
13838,2012-08-04,autumn,1,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,490
13855,2012-08-05,autumn,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,437
13856,2012-08-05,autumn,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,491
13857,2012-08-05,autumn,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,523
13858,2012-08-05,autumn,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,526
13876,2012-08-06,autumn,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,605
13885,2012-08-06,autumn,1,8,17,0,1,1,1,0.82,0.7424,0.41,0.0,858
13886,2012-08-06,autumn,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,843
13887,2012-08-06,autumn,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,640
13899,2012-08-07,autumn,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,502
13900,2012-08-07,autumn,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642,705
13909,2012-08-07,autumn,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,868
13910,2012-08-07,autumn,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,814
13911,2012-08-07,autumn,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,610
13923,2012-08-08,autumn,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,482
13924,2012-08-08,autumn,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,737
13933,2012-08-08,autumn,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,858
13934,2012-08-08,autumn,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,862
13935,2012-08-08,autumn,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,686
13936,2012-08-08,autumn,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,500
13948,2012-08-09,autumn,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,698
13957,2012-08-09,autumn,1,8,17,0,4,1,1,0.86,0.7576,0.36,0.2537,810
13958,2012-08-09,autumn,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,811
13959,2012-08-09,autumn,1,8,19,0,4,1,1,0.8,0.7576,0.55,0.194,623
13981,2012-08-10,autumn,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,730
13982,2012-08-10,autumn,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,640
13983,2012-08-10,autumn,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,492
13999,2012-08-11,autumn,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,499
14000,2012-08-11,autumn,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,546
14001,2012-08-11,autumn,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,569
14002,2012-08-11,autumn,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,538
14003,2012-08-11,autumn,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,562
14004,2012-08-11,autumn,1,8,16,0,6,0,1,0.8,0.7273,0.46,0.2985,531
14005,2012-08-11,autumn,1,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,512
14024,2012-08-12,autumn,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,505
14025,2012-08-12,autumn,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,543
14026,2012-08-12,autumn,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,579
14027,2012-08-12,autumn,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,577
14028,2012-08-12,autumn,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,513
14029,2012-08-12,autumn,1,8,17,0,0,0,1,0.8,0.697,0.33,0.0,505
14030,2012-08-12,autumn,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,491
14043,2012-08-13,autumn,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,436
14044,2012-08-13,autumn,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,673
14053,2012-08-13,autumn,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,818
14054,2012-08-13,autumn,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,812
14055,2012-08-13,autumn,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,555
14056,2012-08-13,autumn,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,432
14068,2012-08-14,autumn,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618
